caption,dataset,category
The man in a suit stands up and turns.,hcstvg1,2.1 Actor State Change
The man in the gray suit touches his face.,hcstvg1,1.2.2 Manipulative Contact
"The man in the white suit points behind his back, then bends down and gets up again and pours wine into the glass..",hcstvg1,3.4 Composite Action Sequences
The man in white clothes picks up the stool in front of him and walks down to the man in glasses.,hcstvg1,3.3 Composite Action Sequences
The man with a beard takes a bite and then hands something to the person opposite him.,hcstvg1,3.3 Composite Action Sequences
The man in the yellow clothes opens the door and sits in the car.,hcstvg1,3.3 Composite Action Sequences
"The man in the green dress turns around and walks a few steps, then puts his hand on an object.",hcstvg1,3.4 Composite Action Sequences
"The eyed man walks towards the man in yellow, and points his finger at the man's back.",hcstvg1,3.1.1 Approach & Depart
"The woman in white clothes stands up, stretches out her hand, walks next to the man in jeans, and then turns to look around.",hcstvg1,3.4 Composite Action Sequences
The woman in the white hat walks to the chair.,hcstvg1,3.1.1 Approach & Depart
woman takes off white shirt and catches man's jacket with hand,hcstvg1,3.2 Object Transference
The sitting woman takes out a piece of paper from the envelope and opens it.,hcstvg1,3.2 Object Transference
The dark-skinned man turns and walks away.,hcstvg1,2.1 Actor State Change
"The man in the shirt waves his hand a few times, then lowers it.",hcstvg1,2.4 Durational States & Non-Actions
The man in the brown suit sits down and touches his face with his hands.,hcstvg1,3.3 Composite Action Sequences
"The man in the yellow suit reaches out and gets out from the crowd, talks to the curly man in the grey suit, and raises his left hand and points to the left.",hcstvg1,3.4 Composite Action Sequences
The woman in the skirt stands up and kisses the person on the left.,hcstvg1,3.4 Composite Action Sequences
"The man with the hose drops the pipe, and is pressed against the wall.",hcstvg1,3.3 Composite Action Sequences
"The man in the brown jacket picks up the glass and pours a glass of wine, then hands it to the man next to him.",hcstvg1,3.3 Composite Action Sequences
The man in sky blue walks to the car.,hcstvg1,3.1.1 Approach & Depart
"The man in blue clothes takes things out of the box, then stands up and lowers the box.",hcstvg1,3.3 Composite Action Sequences
"The man in white clothes walks back and forth with his hands on his hips, then stops.",hcstvg1,3.4 Composite Action Sequences
The old man comes to the table and sits down.,hcstvg1,3.1.1 Approach & Depart
"The woman in black clothes walks down the stairs, turns around and carries the arm of the man next to him, and stops next to the woman in red.",hcstvg1,3.4 Composite Action Sequences
The man in the white shirt walks up to the man in the red suit and takes the whip in the hand of the man in the red suit.,hcstvg1,3.1.1 Approach & Depart
The man in the white shirt shakes hands with the man in gray clothes and then shakes hands with the man in the cape.,hcstvg1,3.3 Composite Action Sequences
"The standing man covers his clothes over the sitting boy, then bends down to get something.",hcstvg1,3.3 Composite Action Sequences
"The woman holding the child walks to the side of a stone bench, stops, hands the child to the woman next to her, and walks to the front of the stone bench.",hcstvg1,3.3 Composite Action Sequences
The officer on the left claps his hands and walks forward.,hcstvg1,3.3 Composite Action Sequences
man salutes to woman and walks down steps,hcstvg1,3.4 Composite Action Sequences
"The man touches his chest, then opens the chair and sits down.",hcstvg1,3.3 Composite Action Sequences
The man bends over turns around and covers his mouth.,hcstvg1,3.3 Composite Action Sequences
The man walks to the woman's left and sits on the table,hcstvg1,3.1.1 Approach & Depart
"The man with the stick in his hand raises his head, then takes a few steps and stops.",hcstvg1,3.1.1 Approach & Depart
"The man in white clothes takes out the cigarette in his mouth, speaks a few words, and puts the cigarette in his mouth again.",hcstvg1,3.3 Composite Action Sequences
"The girl in blue clothes goes to the woman in black, takes the things in her hand, and turns away.",hcstvg1,3.3 Composite Action Sequences
The man in the white suit on the right sits back to his seat and turns to speak to the man on the right.,hcstvg1,3.4 Composite Action Sequences
The fat man turns and walks to the door.,hcstvg1,3.1.1 Approach & Depart
The girl gets up and leaves after speaking.,hcstvg1,2.3 Sequential Actions
"The tall man puts his knife in the table, then turns and pulled up the man on the stool.",hcstvg1,3.3 Composite Action Sequences
The man in jeans bends over and picks up the pen and paper on the table.,hcstvg1,3.3 Composite Action Sequences
The long-haired man walks to the sitting woman and stops.,hcstvg1,3.1.1 Approach & Depart
The man in brown clothes grabs the woman's arm and walks away.,hcstvg1,3.1.1 Approach & Depart
The woman in purple clothes touches the face of the opposite man then hugged him.,hcstvg1,3.4 Composite Action Sequences
"The soldier with the gun turns over the body, then stands up and walks towards the woman.",hcstvg1,3.3 Composite Action Sequences
The woman in a black headscarf lies on the left woman's leg.,hcstvg1,1.2.1 Supportive Contact
The yellow-haired woman pulls the man on the left and crawls to him.,hcstvg1,3.1.1 Approach & Depart
The man on the right walks to the table and hands the paper to the opposite person.,hcstvg1,3.2 Object Transference
"The standing woman puts down the plate, then puts things on the shelf, and takes one thing and places it in front of the sitting man.",hcstvg1,3.3 Composite Action Sequences
"The man in red clothes turns his head to the left, then looks forward again.",hcstvg1,2.1 Actor State Change
The fat woman walks to the woman in the black dress and looks at the front.,hcstvg1,3.1.1 Approach & Depart
The man in the green suit follows the man in the suit.,hcstvg1,3.1.3 Following & Leading
The woman in red clothes comes in and closes the door and walks to the sofa.,hcstvg1,3.3 Composite Action Sequences
"The woman in the red dress walks down the steps and grabs something in the man in the hat, then turns and walks away.",hcstvg1,3.3 Composite Action Sequences
"The woman in red clothes goes to the woman in white and gives something in her hand, walks to the standing man and bends down.",hcstvg1,3.4 Composite Action Sequences
"The man in the yellow trench coat comes to the car, opens the door, and sits in the car.",hcstvg1,3.3 Composite Action Sequences
The woman in the white hat walks to the person in black and crouches.,hcstvg1,3.1.1 Approach & Depart
"The standing man looks up and speaks to the opposite woman, and goes forward.",hcstvg1,3.4 Composite Action Sequences
The woman in black clothes walks to the table from the window.,hcstvg1,3.1.1 Approach & Depart
The man with the red tie walks up and takes off his jacket.,hcstvg1,3.3 Composite Action Sequences
The tall man who comes in from the door comes to the man in black clothes and puts the box in the table on the side.,hcstvg1,3.2 Object Transference
"The man in the yellow dress jumps on the horse, turns his head and looks away, and then rides away.",hcstvg1,3.3 Composite Action Sequences
"The man in the hat comes to the counter and stops, then turns his head on the left.",hcstvg1,3.1.1 Approach & Depart
The man in the suit goes to the man on his left and begin to applaud.,hcstvg1,3.1.1 Approach & Depart
Woman in skirt runs to stop in front of a man in white.,hcstvg1,3.1.1 Approach & Depart
The man in red clothes turns and walks to the sofa and sits down.,hcstvg1,3.4 Composite Action Sequences
The woman in white clothes bends over and picks up a piece of paper.,hcstvg1,3.3 Composite Action Sequences
Man who takes hat gets into the door and goes upstairs.,hcstvg1,3.3 Composite Action Sequences
The girl in blue clothes walks to the gun and picks it up.,hcstvg1,3.1.1 Approach & Depart
"The man in the black hat glances left and right, then picks up a knife.",hcstvg1,3.4 Composite Action Sequences
"The woman in gray short sleeves fiddles with the tablecloth, puts the cloth on her left arm, and opens the plate.",hcstvg1,3.3 Composite Action Sequences
The man in a golden hat and black clothes walks to the seat and spreads his hands.,hcstvg1,3.1.1 Approach & Depart
"The woman in red clothes picks up a plate, walks to the round table, stops, and places the plate in the table.",hcstvg1,3.3 Composite Action Sequences
"The man in black clothes raises his hand, then walks into the door and turns his head.",hcstvg1,3.4 Composite Action Sequences
The woman walks to the stool and sits down,hcstvg1,3.4 Composite Action Sequences
"The short man looks backwards, then takes two steps forward to squat.",hcstvg1,3.4 Composite Action Sequences
"The smoking man pats the shoulder of the man in a vest, then turns and sits down.",hcstvg1,3.4 Composite Action Sequences
The man in the hat comes in and walks to the man in white and stops.,hcstvg1,3.1.1 Approach & Depart
"The man in brown clothes turns to look at the man standing next, and then folds the paper in his hands.",hcstvg1,3.4 Composite Action Sequences
"The man turns his head and speaks to the man on the left, then picks up the contents of the table and opens.",hcstvg1,3.4 Composite Action Sequences
The man in blue clothes stands up and drives away.,hcstvg1,3.3 Composite Action Sequences
The man picks up the spoon in his right hand and hands it to his left.,hcstvg1,3.2 Object Transference
The woman in a turban reaches out and picks up a spoon and takes a spoonful of food into the dish in front of her.,hcstvg1,3.2 Object Transference
"The first man takes the hand of the opposite woman, then circles around",hcstvg1,3.3 Composite Action Sequences
The man in blue clothes turns around and walks next to the man in gray.,hcstvg1,3.1.2 Passing & Crossing
